Brand,TotalSalesDollars,TotalPurchaseDollars,TotalSalesQuantity,TotalPurchaseQuantity,GrossProfit,ProfitMargin
4689,858571.95,594540.54,18005.0,17838,264031.4099999999,30.752391805951724
3040,842326.99,594149.88,34901.0,35922,248177.11,29.463274114011234
7865,834892.1,577389.36,23290.0,24088,257502.74,30.842637030581553
1737,823521.11,601519.1,16089.0,17537,222002.01,26.957658681026402
3893,816412.77,645874.71,81723.0,81447,170538.06000000006,20.88870559925221
14006,812899.38,515597.76,91600.0,94779,297301.62,36.57299135841387
3625,785296.94,578749.7100000001,44406.0,45969,206547.22999999986,26.301799928062863
2015,771010.3099999999,610241.5,32969.0,33715,160768.80999999994,20.85170689870541
5242,763368.2999999999,559210.05,24770.0,25361,204158.24999999988,26.74439716713412
5299,761559.71,563231.34,35129.0,36909,198328.37,26.04239265756325
3798,748067.53,611358.9,29647.0,30830,136708.63,18.27490494073443
8178,724379.96,526072.71,27204.0,28421,198307.25,27.376136965467683
3746,724360.55,496792.68,57845.0,58309,227567.87000000005,31.416380972155377
19748,701955.59,433807.6,46069.0,47153,268147.99,38.20013599435828
2760,701171.5,538516.38,18250.0,19219,162655.12,23.19762283549745
3630,700960.78,544908.57,27622.0,27479,156052.21000000008,22.262616461936723
36378,695816.41,465013.72,67195.0,68084,230802.69000000006,33.1700555898071
5342,687309.77,441344.89999999997,22623.0,22234,245964.87000000005,35.786610453682336
8504,686725.33,404495.92,68667.0,69263,282229.41,41.09785931443653
1346,684455.5599999999,575927.0,22144.0,25540,108528.55999999994,15.856187945934716
3776,684036.0399999999,497315.2,25596.0,26795,186720.8399999999,27.29693014420701
38546,675519.62,356886.86,70188.0,70531,318632.76,47.16854263981259
5311,667168.24,436293.3,18376.0,18409,230874.94,34.60520542764446
4722,665392.63,552900.7000000001,18637.0,19910,112491.92999999993,16.906097983081047
5445,661672.67,521320.8,41133.0,44330,140351.87000000005,21.21167706684939
3728,658689.78,491403.87,26222.0,25959,167285.91000000003,25.39676720048701
24325,658288.13,449061.12,39387.0,41274,209227.01,31.783500334420435
3243,648535.33,475569.5,57067.0,57575,172965.82999999996,26.670224735482023
3276,643753.66,429350.22,44434.0,44631,214403.44000000006,33.305199383254774
4245,643474.8,466410.88,58320.0,58816,177063.92000000004,27.516838266238246
3238,632474.53,510296.16,20847.0,22352,122178.37000000005,19.317516232629963
5440,621256.18,474284.16000000003,18082.0,18298,146972.02000000002,23.657232673323268
8202,606781.84,431558.75,31816.0,32375,175223.08999999997,28.877444651276967
6579,605967.38,318768.0,56157.0,54960,287199.38,47.395188170029876
482,599601.34,412520.64,27866.0,28888,187080.69999999995,31.200847549807005
5735,598769.43,447044.09,46557.0,48121,151725.34000000003,25.33952676909374
23143,591669.53,345690.3,72139.0,74342,245979.23000000004,41.57375317265367
1220,589481.92,408139.05,18408.0,18645,181342.87000000005,30.76309278493224
8622,589317.73,395736.95999999996,4127.0,4544,193580.77000000002,32.84828542321305
497,584467.62,429240.0,29238.0,29200,155227.62,26.558805772679072
1883,583415.7,426707.19,32430.0,32253,156708.50999999995,26.860523294110866
3180,581784.62,354598.22,33938.0,32413,227186.40000000002,39.04991506994462
4198,575754.9199999999,455224.98,23008.0,25998,120529.93999999994,20.934244035639324
2520,572039.87,431681.67,9713.0,10227,140358.2,24.5364365948828
5312,571763.22,399634.2,26178.0,27186,172129.01999999996,30.10494798878458
2418,570271.16,405943.74,24284.0,24558,164327.42000000004,28.815663762480998
6479,567452.47,368120.55,61253.0,61869,199331.91999999998,35.1275094458572
3980,565522.1900000001,505601.95,15381.0,15805,59920.24000000005,10.595559477515822
14622,558344.6900000001,401711.42,45608.0,46387,156633.27000000008,28.053149390567334
1868,550740.5599999999,388078.02,7644.0,7821,162662.53999999992,29.535238879083092
1869,549291.81,397064.88,9219.0,9892,152226.93000000005,27.71330779535927
4673,549271.82,379439.12,8118.0,8132,169832.69999999995,30.91960916545837
2767,548648.39,413931.10000000003,2761.0,2963,134717.28999999998,24.554394482047048
8339,544906.37,400282.5,12463.0,13250,144623.87,26.54104961188103
1180,543425.09,379944.9,28291.0,29070,163480.18999999994,30.083298141423683
3668,536414.8200000001,433767.56,12218.0,12713,102647.26000000007,19.135798671632536
11214,534970.9199999999,377726.65,7612.0,7505,157244.2699999999,29.393049999801846
3684,527560.96,402055.68,51954.0,52351,125505.27999999997,23.789720907324146
8778,525233.04,408922.14,10796.0,10966,116310.90000000002,22.144627459079878
4225,522535.20999999996,369034.93,20179.0,20089,153500.27999999997,29.376064437839506
508,522309.15,380609.89,38335.0,38957,141699.26,27.12938496290942
3246,520763.55,401533.11,59245.0,59841,119230.44,22.895312085494464
2143,518089.37,379165.71,37763.0,37653,138923.65999999997,26.81461308499728
3344,516761.8,344833.02,24620.0,23798,171928.77999999997,33.27041201574883
41034,509372.48,287921.88,54744.0,54738,221450.59999999998,43.475179499292935
14672,508256.95,322920.54,27729.0,27814,185336.41000000003,36.46510096910628
11213,503067.48,331565.39999999997,25652.0,26190,171502.08000000002,34.09126743791907
6595,502198.46,283082.24,62368.0,63188,219116.22000000003,43.63140022372829
3878,499703.1,342399.4,43690.0,43015,157303.69999999995,31.47943248701078
1345,494732.98000000004,363050.45,12902.0,12761,131682.53000000003,26.616889377376868
8691,494108.17,374790.5,31383.0,31495,119317.66999999998,24.14808684503233
35412,491916.08999999997,306225.18,50797.0,51294,185690.90999999997,37.74849283746746
5391,491568.89,359566.28,29911.0,29914,132002.61,26.853328736893822
2752,490792.17000000004,336189.18,13083.0,12778,154602.99000000005,31.5007042594017
3485,485688.56999999995,363756.06,23843.0,24202,121932.50999999995,25.105081225197445
3456,483047.16,352225.61,25684.0,26543,130821.54999999999,27.082562704643582
4330,482985.67,369126.45,17633.0,17755,113859.21999999997,23.574036886021894
3997,474637.93,334881.75,23007.0,23835,139756.18,29.444798059017323
3352,474449.24,340005.05,18976.0,18095,134444.19,28.336896482329703
32915,472099.31,308111.58,30869.0,30842,163987.72999999998,34.735854623468946
7878,471064.4,311688.0,31160.0,31200,159376.40000000002,33.833250825152575
1384,470254.8,357777.0,17620.0,18900,112477.79999999999,23.91847993896075
1789,469722.75,353324.39999999997,20025.0,20590,116398.35000000003,24.780224078991285
3982,469603.00999999995,356638.38,22099.0,24801,112964.62999999995,24.05534623809161
35472,469543.36,277577.16,46764.0,47207,191966.2,40.883593796321605
800,468587.94,363710.84,14506.0,15142,104877.09999999998,22.381519251221015
3234,467921.35,334756.8,7465.0,7290,133164.55,28.458746325637847
3253,463220.03,339800.83999999997,37497.0,37423,123419.19000000006,26.64375070309461
857,462932.26,326068.05,19674.0,20165,136864.21000000002,29.564630038960782
2646,462119.67,376796.6,8233.0,8702,85323.07,18.463414465781128
4437,461672.38,332735.08,13562.0,14171,128937.29999999999,27.92831141425441
1956,456461.78,360429.87,7922.0,9013,96031.91000000003,21.038324391584336
40425,451247.84,246887.52,37020.0,38456,204360.32000000004,45.28782231954839
8506,449036.67,325305.54000000004,14633.0,15187,123731.12999999995,27.554794132960218
1269,447608.24,352732.38,16976.0,18458,94875.85999999999,21.196182626128596
4264,447487.39999999997,338428.56,28860.0,29352,109058.83999999997,24.371376713623665
1634,444949.86,311592.63,14614.0,15031,133357.22999999998,29.971293844209768
2932,444452.14999999997,360339.62,13785.0,14642,84112.52999999997,18.924991137966142
782,444072.52,330937.25,9148.0,9415,113135.27000000002,25.476755463274337
40096,443383.47,257235.04,24253.0,24452,186148.42999999996,41.98361973214743
27854,443192.12,314863.8,30768.0,30869,128328.32,28.955460670194228
3840,438524.32999999996,303283.64,21167.0,21076,135240.68999999994,30.8399513431786
1231,435377.67,345546.0,35733.0,36450,89831.66999999998,20.633044868837665
2889,432258.32,328978.2,13468.0,14260,103280.12,23.893147967631943
8815,431702.35,296537.71,48587.0,48853,135164.63999999996,31.30968362808309
2164,431674.05,316501.94,24495.0,26071,115172.10999999999,26.680341336246638
5191,430139.43,343781.36,43057.0,43352,86358.07,20.07676208619145
3879,427609.96,295391.04,36604.0,37344,132218.92000000004,30.92044909337473
40097,426705.89,249574.53,23511.0,23567,177131.36000000002,41.51134637490006
1545,423808.99,287124.7,14501.0,14785,136684.28999999998,32.25138994809902
14706,422212.55,222833.2,47545.0,48442,199379.34999999998,47.22250676821425
3682,413944.31,314007.68,17869.0,18848,99936.63,24.142530187212866
2426,413475.55,309637.55,7445.0,7445,103838.0,25.113455922605336
1767,412468.63999999996,334597.38,16336.0,17274,77871.25999999995,18.879316497855438
6983,408147.97,194973.52,25703.0,23576,213174.44999999998,52.22969747956851
3549,407030.68,326498.04,16532.0,18322,80532.64000000001,19.78539799506023
1375,402621.29,289604.5,26121.0,25183,113016.78999999998,28.070246856543523
8498,402153.9,235311.12,39910.0,40293,166842.78000000003,41.48729628134901
2665,400461.12,285668.12,19088.0,18574,114793.0,28.665204751961937
5337,394423.38,333040.2,14262.0,16167,61383.17999999999,15.56276405318569
3769,394134.45,298693.98,42105.0,42549,95440.47000000003,24.215206257661574
5105,390990.44999999995,266683.67,17355.0,18007,124306.77999999997,31.79279186998045
1770,389506.72000000003,283909.32,10128.0,10746,105597.40000000002,27.11054638543849
3488,387588.55,261478.8,16745.0,16740,126109.75,32.53701637986984
6349,383345.58,255349.13,54842.0,55151,127996.45000000001,33.38931154495117
33149,382832.11,210736.05,43685.0,43995,172096.06,44.953402680877524
5153,381031.35,266209.56,25465.0,25499,114821.78999999998,30.134473187048776
4368,379652.86,263846.85000000003,11114.0,11035,115806.00999999995,30.503131202541173
1921,379168.37,339241.56,5463.0,6436,39926.81,10.530100387856718
3444,375689.38,309826.68,10362.0,10636,65862.70000000001,17.531158320205915
15094,368418.66,256727.91999999998,25366.0,28274,111690.73999999999,30.316254882420996
43223,365707.74,231151.4,38054.0,38980,134556.34,36.79340776325926
5921,363394.82999999996,257975.38999999998,17317.0,17419,105419.43999999997,29.009614693747842
39335,362244.09,240651.25,25987.0,27503,121592.84000000003,33.56654900843241
11828,361343.84,191568.38,47866.0,48254,169775.46000000002,46.98446222301728
29248,360783.42,227263.59,33858.0,34803,133519.83,37.00830542600876
28947,357635.66,214609.83000000002,35634.0,36313,143025.82999999996,39.99204945054975
8526,355263.51,237682.62,12449.0,11634,117580.89000000001,33.096810308494675
6565,352579.31,228698.19999999998,37769.0,38180,123881.11000000002,35.135672027947415
8612,351316.83999999997,255645.57,5516.0,5583,95671.26999999996,27.23219017909872
11826,350764.84,226290.96,46616.0,47943,124473.88000000003,35.48641876420682
32826,348353.42,238464.81,10274.0,10641,109888.60999999999,31.545150324632953
31465,347563.54,216028.56,20846.0,20812,131534.97999999998,37.8448729115833
2788,346877.52,245577.63999999998,7748.0,7861,101299.88000000003,29.203356850567896
32648,344974.43,206254.8,38957.0,38916,138719.63,40.21156872409355
8838,344457.47,202904.07,25737.0,26317,141553.39999999997,41.09459434861435
1476,342245.56,185682.45,15044.0,11569,156563.11,45.74584108556441
3696,341285.93,246886.0,32157.0,32485,94399.93,27.660070838548776
6650,341002.63,190780.38,26137.0,25851,150222.25,44.05310598337614
12771,339061.28,226816.56,25372.0,26874,112244.72000000003,33.104552663754475
171,338434.10000000003,244968.64,6590.0,6664,93465.46000000002,27.61703386272247
15393,335460.35,204082.01,44465.0,45251,131378.33999999997,39.163597128542904
19848,335379.21,203440.77,35495.0,38169,131938.44000000003,39.34007716220693
2692,334079.63,252260.28,9337.0,9588,81819.35,24.490972406788167
44208,333084.70999999996,203910.9,18429.0,18622,129173.80999999997,38.78106863566328
3788,332234.81,253153.36,12119.0,12664,79081.45000000001,23.802879054124404
8111,331589.61,259998.2,334939.0,337660,71591.40999999997,21.590365874250395
8472,331230.36,215481.25,14364.0,14375,115749.10999999999,34.94519946782656
821,331221.84,245780.19,8616.0,8781,85441.65000000002,25.795898603787727
32906,329861.74,197248.08000000002,30852.0,30724,132613.65999999997,40.20280133124866
4678,329579.45999999996,240004.34000000003,14254.0,14303,89575.11999999994,27.178611191364883
8480,329242.0,250421.01,21500.0,22379,78820.98999999999,23.940138256965998
14393,328398.06,192543.0,28294.0,29622,135855.06,41.369020267659316
8626,326500.2,214599.63,18180.0,18389,111900.57,34.2727416399745
36770,326204.5,209155.6,33726.0,34120,117048.9,35.88206171282125
2645,325119.82,250137.03,10418.0,11427,74982.79000000001,23.06312485040131
24327,323546.95999999996,233913.6,15704.0,17856,89633.35999999996,27.703354097346477
8107,323428.91000000003,252997.12,9109.0,9472,70431.79000000004,21.77659071973499
46202,322375.46,204375.05,33442.0,33781,118000.41000000003,36.60340957714338
40545,321940.23,216970.5,21477.0,21850,104969.72999999998,32.60534727206972
8288,317622.81,199714.82,24819.0,25153,117907.98999999999,37.122015890483425
2756,316023.68,256825.8,10632.0,11220,59197.880000000005,18.732102606994516
1380,315297.14,226602.75,6486.0,6655,88694.39000000001,28.13041374241454
6575,314527.77,197538.0,31723.0,33825,116989.77000000002,37.19537069811038
3351,314369.77999999997,255142.29,18722.0,19227,59227.48999999996,18.840071078078804
2062,314043.83,215521.46000000002,5017.0,4886,98522.37,31.37217183983522
812,313344.20999999996,249710.89,14479.0,14663,63633.31999999995,20.307801443020107
3436,312799.06,243330.5,12094.0,12950,69468.56,22.20868566548761
13665,312371.37,211814.4,23175.0,23640,100556.97,32.19148092861391
8537,312343.97,204110.43,20903.0,21737,108233.53999999998,34.65203442217885
6725,312013.94,192643.0,22806.0,22825,119370.94,38.25820730958367
3804,308911.47000000003,230197.1,29953.0,30170,78714.37000000002,25.481206638264357
28147,308789.51,180213.6,27949.0,25240,128575.91,41.63869102936819
5315,307571.76,214591.3,11624.0,11165,92980.46000000002,30.230493202626928
2748,307040.36,238424.69,964.0,991,68615.66999999998,22.347443183039513
35464,306724.45,195610.31999999998,6091.0,6878,111114.13000000003,36.226042625555294
8473,306667.95,203658.52,8205.0,8333,103009.43000000002,33.58989095534764
8021,305773.24,254470.69,6976.0,8081,51302.54999999999,16.777972460899456
3397,305545.42,219098.88,12058.0,12012,86446.53999999998,28.292533398144204
1237,303998.42,250950.94,6658.0,7418,53047.47999999998,17.449919641029705
36771,303929.88,186216.24,31154.0,31192,117713.64000000001,38.73052560676167
46379,303925.04,177311.37,18796.0,18883,126613.66999999998,41.65950590974669
3851,303207.3,250508.82,20370.0,20841,52698.47999999998,17.38034671328823
1398,302732.61,219794.85,5339.0,5415,82937.75999999998,27.39637464229572
35414,301591.72,191115.01,31008.0,31177,110476.70999999996,36.63121454395365
4429,301339.83999999997,234879.38999999998,13116.0,13569,66460.44999999998,22.054982839308597
4226,300152.1,200501.76,25990.0,26107,99650.33999999997,33.199947626553325
2398,300055.52999999997,233503.2,13347.0,14238,66552.32999999996,22.180004481170524
2517,299856.37,200348.72,4263.0,4316,99507.65,33.18510458857352
27351,299322.23,185968.08000000002,17977.0,17916,113354.14999999997,37.870274453053476
3680,297848.51,222011.04,11749.0,11728,75837.47,25.461759066714823
1358,296925.25,218749.25,4775.0,5105,78176.0,26.328511973973246
567,295871.94,213747.91,10206.0,10321,82124.03,27.75661321583926
26948,295359.45,200206.92,15055.0,17364,95152.53,32.21584073236865
10058,293349.46,195358.22,21018.0,21097,97991.24000000002,33.40426806989862
4269,292863.98,218154.42,23702.0,23661,74709.55999999997,25.509985898573113
5891,291849.48,208987.84000000003,18252.0,17651,82861.63999999996,28.391909418512572
3427,291064.83999999997,204596.69999999998,11516.0,11462,86468.13999999998,29.70751809115797
3513,290943.74,205403.52,11526.0,11424,85540.22,29.40094878824339
7345,290794.5,181460.25,26350.0,26883,109334.25,37.59845870537441
44038,290136.68,171082.69999999998,27580.0,29195,119053.98000000001,41.033756917601735
2723,289581.94,217477.26,9306.0,10153,72104.68,24.899577646313162
43809,289571.31,171579.2,28969.0,29380,117992.10999999999,40.74716863352242
415,289524.39,189588.56,14561.0,14539,99935.83000000002,34.51724049915104
4223,288560.95,197481.12,13505.0,13236,91079.83000000002,31.56346345546756
38899,288466.55,174013.84,22045.0,23903,114452.70999999999,39.67625015794726
2531,288456.98,232360.07,4102.0,5011,56096.909999999974,19.447236118189956
3614,287664.12,218967.06,13788.0,13694,68697.06,23.88099704613839
115,287037.45,237613.03,10255.0,11119,49424.42000000001,17.218805420686397
4218,286511.17,233803.83,16583.0,18993,52707.34,18.39626008298385
8066,285991.46,225051.32,31254.0,31564,60940.140000000014,21.308377529874498
3612,284147.5,206370.24,30650.0,30304,77777.26000000001,27.372142989116572
3072,283914.35,211839.36,11265.0,11614,72074.98999999999,25.386173682309472
10723,283128.36,177995.80000000002,28164.0,28709,105132.55999999997,37.132472352822575
40098,281227.38,159239.58,15262.0,15341,121987.80000000002,43.37692866178251
4734,280600.63,236179.30000000002,18637.0,19847,44421.32999999999,15.830801947950004
5124,279734.5,219981.57,4150.0,4269,59752.92999999999,21.360586556180948
8258,278457.14999999997,196754.35,9285.0,9347,81702.79999999996,29.3412469387121
1278,277415.32,221025.25,7868.0,8275,56390.07000000001,20.326948778459677
2287,276954.10000000003,209682.72,6790.0,7176,67271.38000000003,24.289721654238022
3726,276249.33,203968.8,53667.0,53960,72280.53000000003,26.164961196466983
443,273863.95,189438.6,7705.0,7748,84425.35,30.827478388447986
42764,273570.44,168991.41,27708.0,27749,104579.03,38.22745980888871
1396,272761.25,191814.12,18275.0,18373,80947.13,29.676917084079946
27461,270058.6,179413.91999999998,29340.0,29316,90644.68,33.56481889486208
8451,269353.27999999997,195384.21000000002,15472.0,15519,73969.06999999995,27.461729814465208
822,267201.0,199420.24,9900.0,9976,67780.76000000001,25.36695596199116
2834,266925.97,193651.19999999998,15753.0,15744,73274.76999999999,27.45134540487012
3694,265312.61,196497.96,14539.0,14577,68814.65,25.937195371151034
4478,264650.88999999996,195982.05000000002,14711.0,14485,68668.83999999994,25.946952228273233
11970,264292.94,140352.84,17962.0,18204,123940.1,46.89497192017312
4265,264221.58,200048.94,24042.0,24219,64172.640000000014,24.28743329746193
3295,262992.16,191961.51,23984.0,24207,71030.64999999997,27.00865683600605
22143,262676.49,158904.6,15511.0,15105,103771.88999999998,39.505587272008995
3724,260229.80999999997,181560.19,14719.0,14749,78669.61999999997,30.230825592194826
4359,260198.97,187167.96,24253.0,24276,73031.01000000001,28.06737090465808
8264,259038.34,155638.71,28366.0,28983,103399.63,39.91672815692071
27735,258987.15,174279.17,25329.0,26689,84707.97999999998,32.70740652576778
33582,258911.62,151202.76,23538.0,23406,107708.85999999999,41.60062804442689
5491,258819.4,191657.12,130060.0,131272,67162.28,25.949476739378884
3960,258592.57,191428.16,20143.0,20108,67164.41,25.973062567110883
32907,258456.59,157271.19,29629.0,29287,101185.4,39.149862651983454
5101,258455.35,203093.33000000002,18265.0,19547,55362.01999999999,21.420342043606368
31487,257728.91,170232.19999999998,32413.0,32180,87496.71000000002,33.9491250709903
2973,257336.97999999998,180436.5,9002.0,9090,76900.47999999998,29.88318274349842
8670,255130.42,156866.55,20008.0,19983,98263.87000000002,38.51515236795362
16794,254650.63,150654.74,13606.0,13771,103995.89000000001,40.83865411996036
3834,253062.55,196242.09,19245.0,19183,56820.45999999999,22.45312868300742
6281,252407.0,166001.92,18500.0,18527,86405.07999999999,34.232442047962216
5765,251755.31,178782.52,17169.0,17257,72972.79000000001,28.985601137866766
903,251306.34999999998,179143.86,9465.0,9534,72162.48999999999,28.714948905986653
6688,251277.02,155219.96,26194.0,26716,96057.06,38.22755459293492
1892,250837.29,183473.28,253371.0,254824,67364.01000000001,26.855660097428103
3787,248461.22999999998,175182.8,14977.0,14846,73278.43,29.492903178495894
15105,248151.38,160132.97999999998,22874.0,23343,88018.40000000002,35.46963954018713
2958,247565.39,187276.54,4161.0,4598,60288.850000000006,24.352697281312224
8462,247420.16999999998,171204.04,10783.0,10822,76216.12999999998,30.804331756784414
305,247039.74,198690.66,8826.0,8946,48349.07999999999,19.5713774633992
8513,245204.17,164577.28,25083.0,25088,80626.89000000001,32.88153296903557
5356,245074.68,176407.98,24532.0,24707,68666.69999999998,28.018683937483868
3534,244901.13999999998,173905.07,9386.0,9571,70996.06999999998,28.989685388969598
597,244828.53,190777.33000000002,8747.0,8861,54051.19999999998,22.077165598306696
7715,244003.85,139664.0,45565.0,46400,104339.85,42.761558885238905
20357,243756.84,157054.59,27926.0,30261,86702.25,35.56915572092254
381,241001.44,185542.0,12056.0,12796,55459.44,23.012078268080057
4267,240837.56999999998,181660.6,11043.0,11630,59176.96999999997,24.57131999795546
5661,240509.2,182012.74,17280.0,17654,58496.46000000002,24.321921988847002
1955,239666.88,191514.96,19712.0,19908,48151.92000000001,20.09118656695494
5111,239543.37,176150.88,241963.0,244654,63392.48999999999,26.463888355582537
5297,239029.83000000002,182382.0,16817.0,16950,56647.830000000016,23.699062999793796
8143,238310.5,181673.84,6414.0,7892,56636.66,23.765910440370863
2656,238229.18,190241.92,9282.0,9746,47987.25999999998,20.14331745590527
16262,238209.55,140584.4,19425.0,19580,97625.15,40.98288670626346
3658,237481.54,182055.5,4046.0,4345,55426.04000000001,23.33909406179529
8441,237351.59,166438.28,18491.0,18659,70913.31,29.87690539591498
10727,237069.63,136142.65,25225.0,25165,100926.98000000001,42.57271587254766
5587,236196.4,164295.75,12660.0,12475,71900.65,30.441043978655053
24455,235731.91,143541.18,11732.0,12258,92190.73000000001,39.10829467253713
273,235543.58,214038.15,10442.0,12365,21505.429999999993,9.13012785149992
3938,233926.4,163006.99,12960.0,13051,70919.41,30.316975766736892
3706,233895.03999999998,186953.28,13896.0,14304,46941.75999999998,20.06958334815479
10472,232387.49,164934.04,25151.0,27172,67453.44999999998,29.02628278312227
14701,232214.66,148438.17,30834.0,32481,83776.48999999999,36.07717531701056
33874,231821.49,141403.2,21351.0,21360,90418.28999999998,39.003411633666914
8517,231267.08,158974.19999999998,11292.0,11470,72292.88,31.259477137861563
3529,230982.93,159461.64,15907.0,15726,71521.28999999998,30.963885513098298
8474,230884.46000000002,154096.58,6154.0,6259,76787.88000000003,33.258141323153595
8023,230817.31,159968.88,49019.0,48771,70848.43,30.694591319862447
3859,230764.31,172463.25,25669.0,25325,58301.06,25.264331386426264
4174,230394.16999999998,178981.1,7883.0,8290,51413.06999999998,22.315265182274352
3733,230059.53,175896.19999999998,2047.0,2095,54163.330000000016,23.543180323805764
5096,229682.86000000002,175300.6,21914.0,21940,54382.26000000001,23.67710851388737
4222,229242.9,168237.44,20910.0,21056,61005.45999999999,26.611711856724895
21019,229216.87999999998,134817.02,12512.0,12647,94399.85999999999,41.18364232163007
44547,229163.53,150891.3,3179.0,3342,78272.23000000001,34.15562240640996
3050,229056.21,166883.85,25479.0,25635,62172.359999999986,27.142839742262385
3329,229023.25,167098.6,14875.0,15415,61924.649999999994,27.038586693709043
13661,228007.94,148352.58,12362.0,12778,79655.36000000002,34.9353447954488
41213,224192.78,185696.95,13578.0,15385,38495.82999999999,17.170860720849255
12220,223629.58000000002,128484.08,23606.0,23446,95145.50000000001,42.54602633515656
3606,223483.59,167302.9,225741.0,226085,56180.69,25.138619797543075
15527,223386.4,136623.15,20760.0,20795,86763.25,38.839987573102036
8627,222471.82,130136.77,23741.0,23791,92335.05,41.50415544764276
23739,221735.87,125562.75,17253.0,17319,96173.12,43.37282912322666
20533,221166.75,150898.94999999998,17025.0,17649,70267.80000000002,31.771412294117457
4662,220629.66999999998,154753.56,11033.0,10062,65876.10999999999,29.8582280433996
